name,area,initial_url,last_url,round1_attempts,round2_attempts,status,reason
舟山·数据开放,浙江省舟山市,http://data.zs.zjzwfw.gov.cn/#/IndexPage,https://data.zs.zjzwfw.gov.cn/,3,3,本轮未接入,ConnectError
台州市数据开放平台,浙江省台州市,http://data.taz.zjzwfw.gov.cn/tz/home,https://data.taz.zjzwfw.gov.cn/,3,3,本轮未接入,ConnectError
丽水市数据开放平台,浙江省丽水市,http://data.ls.zjzwfw.gov.cn/jdop_front/index.do,https://data.ls.zjzwfw.gov.cn/,3,3,本轮未接入,ConnectError
芜湖市政务数据开放服务,安徽省芜湖市,https://data.wuhu.cn/,https://data.wuhu.cn/datagov-ops/static/js/home.js,1,2,本轮未接入,公开页面没有可继续的目录或应用脚本线索
蚌埠市信息资源开放平台,安徽省蚌埠市,http://www.bengbu.gov.cn/sjkf/index.html,https://www.bengbu.gov.cn/sjkf/index.html,2,1,本轮未接入,公开页面没有可继续的目录或应用脚本线索
马鞍山市人民政府数据开,安徽省马鞍山市,http://www.mas.gov.cn/site/tpl/72,https://www.mas.gov.cn/site/tpl/72,2,1,本轮未接入,公开页面没有可继续的目录或应用脚本线索
黄山市人民政府数据开放,安徽省黄山市,http://www.huangshan.gov.cn/DataDevelopment/,https://www.huangshan.gov.cn/,1,3,本轮未接入,HTTP错误，未取得业务数据
阜阳市人民政府数据开放,安徽省阜阳市,http://www.fy.gov.cn/openData/,https://www.fy.gov.cn/openData/,2,3,本轮未接入,HTTP错误，未取得业务数据
六安市信息资源开放平台,安徽省六安市,http://data.luan.gov.cn:8081/dop/,https://data.luan.gov.cn:8081/,3,3,本轮未接入,RemoteProtocolError
滁州市人民政府数据发布,安徽省滁州市,http://www.chuzhou.gov.cn/xxgk/sjfb/index.html,https://www.chuzhou.gov.cn/xxgk/sjfb/index.html,2,1,本轮未接入,公开页面没有可继续的目录或应用脚本线索
开放福建,福建省,https://data.fujian.gov.cn/,https://data.fujian.gov.cn/,1,0,保留既有实现，能力限制见地区目录,不以本轮入口检查代替业务采集验收
福州市政务数据开放平台,福建省福州市,http://data.fuzhou.gov.cn/#/home,https://data.fuzhou.gov.cn/,3,3,本轮未接入,ConnectError
厦门市大数据开放平台,福建省厦门市,http://data.xm.gov.cn/,https://data.xm.gov.cn/,3,3,本轮未接入,ConnectError
赣州市人民政府数据栏,江西省赣州市,https://www.ganzhou.gov.cn/c100206/shuju3.shtml,https://www.ganzhou.gov.cn/zfxxgk/index.shtml?code=c100093n1&temp=xxgk_list,2,3,本轮未接入,公开页面没有可继续的目录或应用脚本线索
江西省政府数据开放网站,江西省,https://kfpt.jiangxi.cn/,https://kfpt.jiangxi.cn/static/js/app.66fcd408.js,1,2,本轮未接入,公开页面没有可继续的目录或应用脚本线索
萍乡市数据开放平台网络,江西省萍乡市,http://data.pingxiang.gov.cn/,https://data.pingxiang.gov.cn/,3,3,本轮未接入,ConnectError
新余市数据开放平台网站,江西省新余市,http://data.xinyu.gov.cn:81,https://data.xinyu.gov.cn:81/,1,3,本轮未接入,ConnectError
开放抚州门户,江西省抚州市,http://data.jxfz.gov.cn/,https://data.jxfz.gov.cn/,2,1,本轮未接入,公开页面没有可继续的目录或应用脚本线索
南昌市人民政府数据开放,江西省南昌市,http://www.nc.gov.cn/ncszf/sjkfn/2020_sjkf.shtml,https://www.nc.gov.cn/ncszf/sjkfn/2021_sjkf.shtml,2,2,本轮未接入,公开页面没有可继续的目录或应用脚本线索
九江市人民政府数据开放,江西省九江市,https://www.jiujiang.gov.cn/sjkf/,https://www.jiujiang.gov.cn/sjkf/,1,1,本轮未接入,公开页面没有可继续的目录或应用脚本线索
吉安市人民政府数据开放,江西省吉安市,http://www.jian.gov.cn/news-list-spjsgckv.html,https://www.jian.gov.cn/xxgk-list-tpjjsajz.html,1,3,本轮未接入,公开页面没有可继续的目录或应用脚本线索
宜春市人民政府,江西省宜春市,http://www.yichun.gov.cn/news-list-shuju.html,https://www.yichun.gov.cn/ycsrmzf/sjkf/pc/list.html,2,2,本轮未接入,公开页面没有可继续的目录或应用脚本线索
山东公共数据开放网,山东省,https://data.sd.gov.cn/portal/index,https://data.sd.gov.cn/portal/catalog/index?filterParam=org_code&filterParamCode=szbm&page=1,2,0,保留既有实现，能力限制见地区目录,不以本轮入口检查代替业务采集验收
济南市公共数据开放网,山东省济南市,http://data.jinan.gov.cn/,https://data.jinan.gov.cn/,2,3,本轮未接入,ConnectError
青岛市公共数据开放网,山东省青岛市,http://data.qingdao.gov.cn/,https://data.qingdao.gov.cn/,2,3,本轮未接入,ConnectError
淄博公共数据开放网,山东省淄博市,http://zbdata.sd.gov.cn/,http://zbdata.sd.gov.cn/zibo/,2,0,保留既有实现，能力限制见地区目录,不以本轮入口检查代替业务采集验收
枣庄市公共数据开放网,山东省枣庄市,http://zzdata.sd.gov.cn/,http://zzdata.sd.gov.cn/zaozhuang/,2,0,保留既有实现，能力限制见地区目录,不以本轮入口检查代替业务采集验收
东营市公共数据开放网,山东省东营市,http://dydata.sd.gov.cn/,http://dydata.sd.gov.cn/dongying/,2,0,保留既有实现，能力限制见地区目录,不以本轮入口检查代替业务采集验收
烟台公共数据开放网,山东省烟台市,http://ytdata.sd.gov.cn/,http://ytdata.sd.gov.cn/yantai/,2,0,保留既有实现，能力限制见地区目录,不以本轮入口检查代替业务采集验收
潍坊公共数据开放网,山东省潍坊市,http://wfdata.sd.gov.cn/,http://wfdata.sd.gov.cn/weifang/,2,0,保留既有实现，能力限制见地区目录,不以本轮入口检查代替业务采集验收
济宁公共数据开放网,山东省济宁市,http://jindata.sd.gov.cn/odweb/index.htm,https://jindata.sd.gov.cn/,1,3,本轮未接入,ConnectError
泰安市公共数据开放网,山东省泰安市,http://tadata.sd.gov.cn/,http://tadata.sd.gov.cn/taian/,2,0,保留既有实现，能力限制见地区目录,不以本轮入口检查代替业务采集验收
威海市公共数据开放网,山东省威海市,http://data.weihai.cn/,https://data.weihai.cn/,3,3,本轮未接入,ConnectError
日照市公共数据开放网,山东省日照市,http://rzdata.sd.gov.cn/,http://rzdata.sd.gov.cn/rizhao/,2,0,保留既有实现，能力限制见地区目录,不以本轮入口检查代替业务采集验收
临沂市公共数据开放网,山东省临沂市,http://lydata.sd.gov.cn/,http://lydata.sd.gov.cn/linyi/,2,0,保留既有实现，能力限制见地区目录,不以本轮入口检查代替业务采集验收
德州市公共数据开放网,山东省德州市,http://dzdata.sd.gov.cn/,http://dzdata.sd.gov.cn/dezhou/,2,0,保留既有实现，能力限制见地区目录,不以本轮入口检查代替业务采集验收
聊城公共数据开放网,山东省聊城市,http://lcdata.sd.gov.cn/,http://lcdata.sd.gov.cn/liaocheng/,2,0,保留既有实现，能力限制见地区目录,不以本轮入口检查代替业务采集验收
滨州公共数据开放网,山东省滨州市,http://bzdata.sd.gov.cn/,http://bzdata.sd.gov.cn/binzhou/,2,0,保留既有实现，能力限制见地区目录,不以本轮入口检查代替业务采集验收
菏泽公共数据开放网,山东省菏泽市,http://hzdata.sd.gov.cn/,http://hzdata.sd.gov.cn/heze/,2,0,保留既有实现，能力限制见地区目录,不以本轮入口检查代替业务采集验收
河南省公共数据开放平台,河南省,http://data.hnzwfw.gov.cn/odweb/,https://www.hnzwfw.gov.cn,2,1,本轮未接入,公开页面没有可继续的目录或应用脚本线索
开封市政务数据开放平台,河南省开封市,http://data.kaifeng.gov.cn/index/index.html,https://data.kaifeng.gov.cn/,3,3,本轮未接入,ConnectError
洛阳市人民政府官网,-数据河南省洛阳市,http://www.ly.gov.cn/html/1//2/64/index.html,https://www.ly.gov.cn:443/html/1//2/64/index.html,2,3,本轮未接入,HTTP错误，未取得业务数据
湖北省公共数据开放平台,湖北省,https://www.hubei.gov.cn/data/,https://www.hubei.gov.cn/data/,1,3,本轮未接入,HTTP错误，未取得业务数据
武汉市公共数据开放平台,湖北省武汉市,http://www.wuhandata.gov.cn/whData/index.html,https://www.wuhandata.gov.cn/,3,3,本轮未接入,ConnectError
中国襄阳政府数据开放平,湖北省襄阳市,http://111.177.117.24:8083/opendata/portal/index,https://111.177.117.24:8083/,3,3,本轮未接入,ConnectError
孝感市门户网站,-数据开放湖北省孝感市,http://www.xiaogan.gov.cn/themeList.jspx,https://www.xiaogan.gov.cn/themeList.jspx,2,3,本轮未接入,HTTP错误，未取得业务数据
随州市公共数据开放平台,湖北省随州市,http://www.suizhou.gov.cn/data/,https://www.suizhou.gov.cn/,3,3,本轮未接入,ConnectError
恩施州公共数据开放平台,湖北省恩施州,http://www.enshi.gov.cn/data/,https://www.enshi.gov.cn/,1,3,本轮未接入,ConnectError
宜昌市人民政府,-市情-数湖北省宜昌市,http://www.yichang.gov.cn/list-56264-1.html,https://data.yichang.gov.cn/kf/static/js/app.7ae3ed47.js,2,2,本轮未接入,公开页面没有可继续的目录或应用脚本线索
荆门市数据公开,湖北省荆门市,http://data.jingmen.gov.cn,https://data.jingmen.gov.cn/static/js/main.495c0a64.js,1,2,本轮未接入,公开页面没有可继续的目录或应用脚本线索
鄂州市人民政府,-政务信息湖北省鄂州市,http://www.ezhou.gov.cn/gk/zdlyxxgk/sjfb/,https://www.ezhou.gov.cn/gk/zdlyxxgk/sjfb/,2,3,本轮未接入,HTTP错误，未取得业务数据
荆州市人民政府,-数据栏目湖北省荆州市,http://www.jingzhou.gov.cn/zfwsj/sjjz/jy/,https://www.jingzhou.gov.cn/material/js/2024_hd_index.js,1,2,本轮未接入,公开页面没有可继续的目录或应用脚本线索
黄冈市人民政府,-数据开放湖北省黄冈市,http://www.hg.gov.cn/col/col7161/index.html,https://www.hg.gov.cn/col/col7161/index.html,2,3,本轮未接入,HTTP错误，未取得业务数据
湖南政府大数据公众门户,湖南省,https://data.hunan.gov.cn/etongframework-web/main.do,https://data.hunan.gov.cn/etongframework-web/js/index.js?v=7,1,2,本轮未接入,公开页面没有可继续的目录或应用脚本线索
长沙市政府门户网站数据,湖南省长沙市,http://www.changsha.gov.cn/data/,https://data.changsha.gov.cn/portal/index.2c7b411.js,1,3,本轮未接入,公开页面没有可继续的目录或应用脚本线索
常德市人民政府政务数据,湖南省常德市,http://dataopen.changde.gov.cn/,https://dataopen.changde.gov.cn/,3,3,本轮未接入,ConnectError
永州市数据开,放平台湖南省永州市,http://www.yzcity.gov.cn/u/sjfb/cnyz/index,https://www.yzcity.gov.cn/,2,1,本轮未接入,公开页面没有可继续的目录或应用脚本线索
娄底市政务数据资源开放,湖南省娄底市,http://183.215.22.238:51182/dataopen/,https://183.215.22.238:51182/,3,3,本轮未接入,ConnectError
株洲市人民政府,-政府数据湖南省株洲市,http://www.zhuzhou.gov.cn/c15208/index.html,https://www.zhuzhou.gov.cn/zzcms/DFS/template/1580/js/\'/c15601/index.html\',1,3,本轮未接入,公开页面没有可继续的目录或应用脚本线索
湘潭市人民政府网站,-政府湖南省湘潭市,http://www.xiangtan.gov.cn/1029/index.htm,https://www.xiangtan.gov.cn/,1,1,本轮未接入,公开页面没有可继续的目录或应用脚本线索
衡阳市人民政府网站,-数据湖南省衡阳市,https://www.hengyang.gov.cn/sjfb/tjkx/index.html,https://www.hengyang.gov.cn/sjfb/tjkx/index.html,1,3,本轮未接入,HTTP错误，未取得业务数据
岳阳市人民政府门户网站,-湖南省岳阳市,http://www.yueyang.gov.cn/yytj/default.htm,https://www.yueyang.gov.cn/yytj/default.htm,2,1,本轮未接入,公开页面没有可继续的目录或应用脚本线索
张家界市政府门户网站,-数湖南省张家界市,http://www.zjj.gov.cn/c10279/index.html,https://www.zjj.gov.cn/,1,1,本轮未接入,公开页面没有可继续的目录或应用脚本线索
“开放广东”政府数据统一,广东省,https://gddata.gd.gov.cn/,https://gddata.gd.gov.cn/,1,0,保留既有实现，能力限制见地区目录,不以本轮入口检查代替业务采集验收
广州市政府数据统一开放,广东省广州市,https://data.gz.gov.cn,https://data.gz.gov.cn,3,3,本轮未接入,ConnectError
深圳市政府数据开放平台,广东省深圳市,https://opendata.sz.gov.cn,https://opendata.sz.gov.cn/data/catalog/toDataCatalog,2,0,保留既有实现，能力限制见地区目录,不以本轮入口检查代替业务采集验收
珠海市民生数据开放平台,广东省珠海市,http://data.zhuhai.gov.cn/#/,https://data.zhuhai.gov.cn/,3,3,本轮未接入,ConnectError
开放江门,广东省江门市,http://data.jiangmen.gov.cn/odweb/index.htm,https://data.jiangmen.gov.cn/,3,3,本轮未接入,ConnectError
开放惠州,广东省惠州市,http://data.huizhou.gov.cn,https://data.huizhou.gov.cn/,3,3,本轮未接入,ConnectError
梅州市政府数据开放平台,广东省梅州市,http://data.meizhou.gov.cn,https://data.meizhou.gov.cn/,3,3,本轮未接入,ConnectError
数据东莞,广东省东莞市,http://dataopen.dg.gov.cn/dataopen/,https://dataopen.dg.gov.cn/,3,3,本轮未接入,ConnectError
开放中山,广东省中山市,https://zsdata.zs.gov.cn/web/index,https://zsdata.zs.gov.cn/web/dataList?orgId=0&domainId=&resourceType=DATA,2,1,本轮未接入,公开页面没有可继续的目录或应用脚本线索
佛山市数据开放平台,广东省佛山市,http://ww.foshan-data.cn52,https://ww.foshan-data.cn52/,3,3,本轮未接入,ConnectError
茂名市人民政府网站,-数据广东省茂名市,http://www.maoming.gov.cn/zwgk/sjfb/index.html,https://www.maoming.gov.cn/,1,3,本轮未接入,ConnectError
广西壮族自治区公共数据,广西壮族自治区,https://gxsjkf.dsjfzj.gxzf.gov.cn:8183/opendata/home,https://gxsjkf.dsjfzj.gxzf.gov.cn:8183/opendata/home,3,3,本轮未接入,ConnectError
广西南宁市人民政府门户,广西壮族自治区南,http://www.nanning.gov.cn/sjfw/sjkf/,https://www.nanning.gov.cn/sjfw/sjkf/,2,3,本轮未接入,HTTP错误，未取得业务数据
广西桂林市人民政府门户,广西壮族自治区桂,https://www.guilin.gov.cn/glsj/sjkf/,https://www.guilin.gov.cn/glsj/sjkf/,1,3,本轮未接入,HTTP错误，未取得业务数据
广西防城港市人民政府门,广西壮族自治区防,http://www.fcgs.gov.cn/sjpt/,https://www.fcgs.gov.cn/jsq/main.js,1,2,本轮未接入,公开页面没有可继续的目录或应用脚本线索
广西崇左市人民政府门户,广西壮族自治区崇,http://www.chongzuo.gov.cn/sjfb/,https://gxsjkf.dsjfzj.gxzf.gov.cn:8183/opendata/home,2,3,本轮未接入,ConnectError
海南省政府数据统一开放,海南省,https://data.hainan.gov.cn/,https://data.hainan.gov.cn/sjj/index.htm,2,1,本轮未接入,公开页面没有可继续的目录或应用脚本线索
三亚市政府数据统一开放,海南省三亚市,http://dataopen1.sanya.gov.cn/,https://dataopen1.sanya.gov.cn/,3,3,本轮未接入,RemoteProtocolError
海口市人民政府数据开放,海南省海口市,http://www.haikou.gov.cn/sj/,https://data.hainan.gov.cn/sjj/index.htm,1,3,本轮未接入,公开页面没有可继续的目录或应用脚本线索
儋州市人民政府数据开放,海南省儋州市,https://www.danzhou.gov.cn/danzhou/sj/,https://www.danzhou.gov.cn/danzhou/sj/,1,1,本轮未接入,公开页面没有可继续的目录或应用脚本线索
数据开放-遂宁市人民政府,四川省遂宁市,http://www.suining.gov.cn/sjkf,https://www.suining.gov.cn/sjkf,2,3,本轮未接入,HTTP错误，未取得业务数据
四川公共数据开放网,四川省,https://www.scdata.net.cn/,https://www.scdata.net.cn/oportal/catalog_his/index,2,3,本轮未接入,已取页面，尚未得到可验证业务记录
成都市公共数据开放平台,四川省成都市,http://www.cddata.gov.cn/,https://www.cddata.gov.cn/,3,3,本轮未接入,ConnectError
内江市公共数据开放平台,四川省内江市,http://data.neijiang.gov.cn/#/,https://data.neijiang.gov.cn/,3,3,本轮未接入,ConnectError
乐山市人民政府数据开放,四川省乐山市,http://data.leshan.gov.cn/#/home,https://data.leshan.gov.cn/,3,3,本轮未接入,ConnectError
宜宾市政务数据资源开放,四川省宜宾市,http://data.yibin.gov.cn/odweb/index.htm,https://data.yibin.gov.cn/,3,3,本轮未接入,ConnectError
雅安市人民政府数据开放,四川省雅安市,http://www.yaan.gov.cn/shuju.html,https://www.yaan.gov.cn/shuju.html,2,3,本轮未接入,HTTP错误，未取得业务数据
甘孜藏族自治州政务信息,四川省甘孜藏族自,http://data.gzz.gov.cn/index/index.html,https://data.gzz.gov.cn/,3,3,本轮未接入,ConnectError
凉山州数据开放网站,四川省凉山州,http://data.lsz.gov.cn/index/index.html,https://data.lsz.gov.cn/,3,3,本轮未接入,ConnectError
绵阳市人民政府,四川省绵阳市,http://www.my.gov.cn/sjkf/index.html,https://www.my.gov.cn/sjkf/index.html,2,3,本轮未接入,HTTP错误，未取得业务数据
广元公共数据开放网,四川省广元市,http://data.cngy.gov.cn/open/index.html,https://data.cngy.gov.cn,2,1,本轮未接入,公开页面没有可继续的目录或应用脚本线索
资阳市人民政府政务信息,四川省资阳市,http://data.ziyang.gov.cn/index/index.html,https://data.ziyang.gov.cn/,1,3,本轮未接入,ConnectError
六盘水市政府数据开放平,贵州省六盘水市,http://data.gzlps.gov.cn/,https://data.gzlps.gov.cn/,3,3,本轮未接入,ConnectError
毕节市政府数据开放平台,贵州省毕节市,http://58.16.66.111:81/,https://58.16.66.111:81/,3,3,本轮未接入,ConnectError
铜仁市政府数据开放平台,贵州省铜仁市,http://gztrdata.gov.cn/index.html,https://gztrdata.gov.cn/,3,3,本轮未接入,ConnectError
黔西南州政府数据开放平,贵州省黔西南州,http://202.98.201.56:81/,https://202.98.201.56:81/,3,3,本轮未接入,ConnectError
